name,id,team,position,timeOnIce,gamePlayed,goals,assists,specialTeams,shots,hits,blocked,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,fantasyPoints,FPP60,FPPG,gamesRemain,fantasyPace,last3FPPG
Jack Hughes,ID8481559,NJD,C,10465,8,5,13,10,31,2,3,8461,1967,37,32.8,11.28,4.1,74,335.4,2.62
Sam Reinhart,ID8477933,FLA,C,10140,8,8,3,4,31,3,13,7113,2012,1015,30.900000000000002,10.97,3.86,74,315.64,2.18
Jesper Bratt,ID8479407,NJD,LW,9213,8,6,8,10,20,10,4,6818,1940,455,30.0,11.72,3.75,74,307.5,1.97
Frank Vatrano,ID8478366,ANA,RW,10063,9,9,1,4,31,16,15,7328,1208,1527,33.2,11.88,3.69,73,302.37,1.6
Noah Dobson,ID8480865,NYI,D,12015,8,2,7,4,21,4,25,9675,1510,830,28.0,8.39,3.5,74,287.0,2.15
Auston Matthews,ID8479318,TOR,C,10827,8,7,3,4,38,13,7,8025,1946,856,27.6,9.18,3.45,74,282.3,3.27
David Pastrnak,ID8477956,BOS,RW,10164,9,8,6,4,42,15,1,7967,2151,46,30.2,10.7,3.36,73,275.28,2.84
William Nylander,ID8477939,TOR,RW,9650,8,6,6,4,34,6,3,7470,1879,301,25.5,9.51,3.19,74,261.06,2.24
Jakob Chychrun,ID8479345,OTT,D,10934,8,4,4,3,21,3,18,9264,1421,249,24.9,8.2,3.11,74,254.14,2.07
J.T. Miller,ID8476468,VAN,C,10251,8,4,8,5,19,23,4,7030,2058,1163,24.7,8.67,3.09,74,252.66,2.62
Mikko Rantanen,ID8478420,COL,RW,10017,8,5,7,4,31,6,4,7550,2451,16,24.7,8.88,3.09,74,252.66,2.79
Artemi Panarin,ID8478550,NYR,LW,10094,9,5,10,8,33,1,0,8112,1982,0,27.4,9.77,3.04,73,248.92000000000002,2.16
Cale Makar,ID8480069,COL,D,11445,8,3,6,5,16,5,15,7697,2176,1572,24.1,7.58,3.01,74,246.73999999999998,2.79
Nikita Kucherov,ID8476453,TBL,RW,11338,9,6,5,6,38,2,6,9439,1890,9,27.0,8.57,3.0,73,246.0,2.71
Alex DeBrincat,ID8479337,DET,RW,10620,10,9,4,5,32,5,3,8745,1869,6,29.7,10.07,2.97,72,242.84,2.19
Leon Draisaitl,ID8477934,EDM,C,10764,8,4,9,6,26,4,1,8229,1980,555,23.5,7.86,2.94,74,240.56,3.09
Rasmus Dahlin,ID8480839,BUF,D,13099,9,2,7,3,22,17,20,11078,1808,213,26.4,7.26,2.93,73,239.89000000000001,2.27
Adam Fox,ID8479323,NYR,D,12278,9,3,8,9,14,4,12,9430,2009,839,26.3,7.71,2.92,73,239.16,2.32
Tyler Toffoli,ID8475726,NJD,RW,8165,8,7,3,4,30,6,1,6297,1859,9,23.1,10.18,2.89,74,236.86,1.83
Dylan Larkin,ID8477946,DET,C,11688,10,4,11,10,34,5,2,8675,1830,1183,28.900000000000002,8.9,2.89,72,236.08,2.16
Travis Konecny,ID8478439,PHI,RW,9158,9,8,3,4,31,5,2,6879,1776,503,25.599999999999998,10.06,2.84,73,232.32,1.97
John Tavares,ID8475166,TOR,C,8875,8,4,7,3,33,9,4,7015,1849,11,22.7,9.21,2.84,74,232.16,2.31
Connor McDavid,ID8478402,EDM,C,7554,6,2,7,5,15,10,2,5605,1480,469,17.0,8.1,2.83,74,226.42000000000002,3.44
Elias Pettersson,ID8480012,VAN,C,9912,8,2,11,7,15,11,3,6540,2174,1198,22.6,8.21,2.82,74,230.67999999999998,2.49
Evan Bouchard,ID8480803,EDM,D,9964,8,3,6,5,27,2,10,7850,2013,101,22.4,8.09,2.8,74,229.2,1.66
Robby Fabbri,ID8477952,DET,C,884,1,1,0,1,2,1,0,810,74,0,2.8,11.4,2.8,72,203.6,1.5
Mike Matheson,ID8476875,MTL,D,13216,9,2,4,5,25,7,23,8821,2327,2068,25.2,6.86,2.8,73,229.39999999999998,1.82
Charlie McAvoy,ID8479325,BOS,D,12893,9,2,6,3,19,17,20,9452,1945,1496,25.1,7.01,2.79,73,228.67000000000002,2.29
Alec Martinez,ID8474166,VGK,D,7022,6,1,1,1,6,4,24,6292,87,643,16.5,8.46,2.75,72,214.0,2.01
Brady Tkachuk,ID8480801,OTT,LW,8856,8,6,2,2,33,17,3,6841,1951,64,21.5,8.74,2.69,74,220.06,2.31
Sean Durzi,ID8480434,ARI,D,10997,8,4,3,2,21,3,14,8416,2157,424,21.4,7.01,2.68,74,219.32000000000002,1.97
Rasmus Andersson,ID8478397,CGY,D,7095,5,1,2,2,13,0,14,5235,1238,622,13.3,6.75,2.66,73,207.18,1.94
Shea Theodore,ID8477447,VGK,D,14287,10,3,7,5,26,4,16,11466,2647,174,26.5,6.68,2.65,72,216.79999999999998,1.98
Jacob Trouba,ID8476885,NYR,D,11293,9,1,2,0,15,18,33,9403,41,1849,23.8,7.59,2.64,73,215.72,2.25
Joel Eriksson Ek,ID8478493,MIN,C,10774,9,5,5,4,27,16,5,7510,2377,887,23.8,7.95,2.64,73,215.72,1.99
Moritz Seider,ID8481542,DET,D,13738,10,1,9,5,13,16,20,9971,1815,1952,26.4,6.92,2.64,72,216.08,2.27
Nathan MacKinnon,ID8477492,COL,C,10320,8,4,3,2,47,3,8,8114,2180,26,21.0,7.33,2.62,74,214.88,3.07
Evgeni Malkin,ID8471215,PIT,C,9853,9,5,6,4,30,0,5,7930,1907,16,23.5,8.59,2.61,73,213.53,2.22
Morgan Rielly,ID8476853,TOR,D,11542,8,2,5,3,19,5,16,10386,735,421,20.9,6.52,2.61,74,213.14,1.95
John Carlson,ID8474590,WSH,D,12340,8,1,6,2,18,7,18,8867,2144,1329,20.5,5.98,2.56,74,209.44,2.46
Zach Hyman,ID8475786,EDM,LW,8888,8,3,6,1,22,13,9,6841,1885,162,20.5,8.3,2.56,74,209.44,2.02
Henry Thrun,ID8481567,SJS,D,2225,2,0,2,1,1,0,5,1906,265,54,5.1,8.25,2.55,73,191.14999999999998,1.27
Mason McTavish,ID8482745,ANA,C,9474,9,5,6,3,25,4,5,7976,1436,62,22.9,8.7,2.54,73,207.42000000000002,1.43
Sidney Crosby,ID8471675,PIT,C,10301,9,5,5,3,39,10,3,8399,1869,33,22.9,8.0,2.54,73,207.42000000000002,2.46
Jake Sanderson,ID8482105,OTT,D,11098,8,3,4,3,15,1,14,7666,1790,1642,20.099999999999998,6.52,2.51,74,205.73999999999998,1.83
Ivan Provorov,ID8478500,CBJ,D,12586,9,0,7,4,10,5,24,9258,1389,1939,22.5,6.44,2.5,73,204.5,1.85
Jack Eichel,ID8478403,VGK,C,12089,10,3,7,3,45,5,11,8369,2584,1136,25.0,7.44,2.5,72,205.0,2.34
Tim Stützle,ID8482116,OTT,C,10179,8,2,8,4,29,9,4,7550,2274,355,19.8,7.0,2.48,74,202.52,2.26
Ryan Hartman,ID8477451,MIN,RW,9670,9,6,3,1,25,7,7,7742,1269,659,22.2,8.26,2.47,73,202.31,1.88
Josh Norris,ID8480064,OTT,C,5203,5,3,2,4,15,3,1,3655,1539,9,12.3,8.51,2.46,74,194.04,2.17
Joe Pavelski,ID8470794,DAL,C,6887,7,3,3,2,17,5,10,5821,1030,36,17.2,8.99,2.46,75,201.5,2.24
Claude Giroux,ID8473512,OTT,RW,9202,8,2,7,3,25,5,8,6795,1829,578,19.5,7.63,2.44,74,199.56,1.96
Quinn Hughes,ID8480800,VAN,D,11805,8,3,5,4,27,2,7,8953,2082,770,19.4,5.92,2.42,74,198.07999999999998,1.92
Kaiden Guhle,ID8482087,MTL,D,5882,5,0,3,0,14,7,14,4840,33,1009,12.1,7.41,2.42,73,188.66,1.75
Brad Marchand,ID8473419,BOS,LW,10347,9,5,4,3,26,11,5,6818,2127,1402,21.7,7.55,2.41,73,196.93,2.18
Scott Mayfield,ID8476429,NYI,D,1007,1,0,0,0,2,2,4,960,0,47,2.4,8.58,2.4,74,179.6,1.6
Cole Caufield,ID8481540,MTL,RW,10491,9,4,6,5,37,8,1,8199,2292,0,21.5,7.38,2.39,73,195.47,1.71
Brock Boeser,ID8478444,VAN,RW,9088,8,6,3,1,25,6,1,6982,2079,27,19.1,7.57,2.39,74,195.86,1.65
Boone Jenner,ID8476432,CBJ,C,11410,9,4,1,1,35,10,15,8307,2010,1093,21.5,6.78,2.39,73,195.47,2.14
Ryan O'Reilly,ID8475158,NSH,C,9828,8,4,2,4,17,8,9,6670,2097,1061,19.0,6.96,2.38,74,195.12,1.56
Artem Zub,ID8482245,OTT,D,4309,4,1,2,0,2,8,9,3681,23,605,9.5,7.94,2.38,74,185.12,1.36
Anze Kopitar,ID8471685,LAK,C,10185,8,4,4,2,19,5,7,6895,2299,991,18.900000000000002,6.68,2.36,74,192.64,2.1
Erik Haula,ID8475287,NJD,LW,6208,7,5,1,2,19,6,4,4851,310,1047,16.5,9.57,2.36,74,190.64,1.44
Bo Horvat,ID8477500,NYI,C,9463,8,4,3,3,33,6,5,7531,1486,446,18.9,7.19,2.36,74,192.64,2.17
Chris Kreider,ID8475184,NYR,LW,10096,9,6,2,5,25,11,2,7220,2047,829,21.099999999999998,7.52,2.34,73,191.82,2.23
Alexandre Carrier,ID8478851,NSH,D,9726,8,0,2,1,10,7,29,7424,689,1613,18.7,6.92,2.34,74,191.16,1.49
Steven Stamkos,ID8474564,TBL,C,7853,7,3,5,5,18,5,1,6378,1472,3,16.3,7.47,2.33,73,186.09,2.52
Brandon Hagel,ID8479542,TBL,LW,9563,9,6,4,1,24,6,3,7883,637,1043,21.0,7.91,2.33,73,191.09,1.71
Victor Hedman,ID8475167,TBL,D,13142,9,1,8,3,20,4,14,10196,1787,1159,20.900000000000002,5.73,2.32,73,189.35999999999999,2.41
Drew Doughty,ID8474563,LAK,D,12595,8,4,2,1,15,15,10,9192,2271,1132,18.5,5.29,2.31,74,188.94,2.01
Kevin Fiala,ID8477942,LAK,LW,8749,8,1,10,3,18,2,6,6359,2325,65,18.5,7.61,2.31,74,188.94,2.07
Bryan Rust,ID8475810,PIT,RW,10132,9,5,2,0,29,3,11,8565,716,851,20.7,7.35,2.3,73,187.89999999999998,1.84
Mika Zibanejad,ID8476459,NYR,C,10563,9,2,7,6,30,2,7,7409,1973,1181,20.7,7.05,2.3,73,187.89999999999998,2.36
MacKenzie Weegar,ID8477346,CGY,D,11783,9,1,2,2,26,6,25,9564,669,1550,20.7,6.32,2.3,73,187.89999999999998,1.89
Travis Sanheim,ID8477948,PHI,D,13876,9,1,7,3,22,8,14,10762,1579,1535,20.5,5.32,2.28,73,186.44,1.56
Josh Brown,ID8477384,ARI,D,3422,4,1,0,0,2,9,12,2946,0,476,9.1,9.57,2.28,74,177.72,1.25
Teuvo Teravainen,ID8476882,CAR,LW,9644,10,8,1,4,22,4,2,6702,1835,1107,22.6,8.44,2.26,72,184.71999999999997,1.58
Shayne Gostisbehere,ID8476906,DET,D,11692,10,3,6,6,16,4,11,9399,1837,456,22.5,6.93,2.25,72,184.0,1.81
Jaccob Slavin,ID8476958,CAR,D,12403,10,3,4,2,26,4,17,10292,48,2063,22.5,6.53,2.25,72,184.0,1.56
Jake Walman,ID8478013,DET,D,12421,10,2,3,2,17,3,25,9821,805,1795,22.5,6.52,2.25,72,184.0,1.5
Brett Pesce,ID8477488,CAR,D,5804,5,1,1,0,7,5,14,4792,85,927,11.2,6.95,2.24,72,172.28000000000003,1.45
Dougie Hamilton,ID8476462,NJD,D,10433,8,3,3,3,27,2,9,9312,980,141,17.9,6.18,2.24,74,182.76000000000002,2.12
Mats Zuccarello,ID8475692,MIN,RW,10223,9,2,7,4,25,1,9,7614,2600,9,20.1,7.08,2.23,73,182.79,2.08
Kirill Kaprizov,ID8478864,MIN,LW,11969,9,2,7,4,37,3,6,9257,2674,38,20.0,6.02,2.22,73,182.06,2.67
Brayden McNabb,ID8475188,VGK,D,12263,10,0,5,0,8,14,30,10447,7,1809,22.2,6.52,2.22,72,181.84,1.89
Niko Mikkola,ID8478859,FLA,D,9295,8,1,2,0,16,11,22,8181,13,1101,17.7,6.86,2.21,74,180.54,1.21
Samuel Fagemo,ID8481239,NSH,LW,1330,2,1,0,1,4,0,3,996,334,0,4.4,11.91,2.2,74,166.8,1.04
Danton Heinen,ID8478046,BOS,LW,540,1,0,0,0,2,0,4,527,0,13,2.2,14.67,2.2,73,162.60000000000002,1.08
Brayden Point,ID8478010,TBL,C,10970,9,2,8,5,26,1,5,9111,1837,22,19.7,6.46,2.19,73,178.87,2.31
Clayton Keller,ID8479343,ARI,RW,9628,8,4,4,3,28,1,2,7364,2247,17,17.4,6.51,2.17,74,177.57999999999998,2.07
Wyatt Johnston,ID8482740,DAL,C,7178,7,3,4,0,14,3,7,5958,757,463,15.200000000000001,7.62,2.17,75,177.75,1.32
Jeff Skinner,ID8475784,BUF,LW,9481,9,5,4,1,34,0,3,7656,1781,44,19.4,7.37,2.16,73,176.68,1.91
Josh Morrissey,ID8477504,WPG,D,13614,9,1,6,3,24,9,13,11047,2470,97,19.3,5.1,2.14,73,175.22,2.12
Jaden Schwartz,ID8475768,SEA,C,10390,10,4,4,4,30,9,7,9039,1332,19,21.4,7.41,2.14,72,175.08,1.48
Seth Jarvis,ID8482093,CAR,C,11603,10,4,5,5,28,15,3,8252,2346,1005,21.3,6.61,2.13,72,174.35999999999999,1.35
Justin Barron,ID8482111,MTL,D,6573,6,3,0,0,7,10,10,5968,85,520,12.700000000000001,6.96,2.12,73,166.76000000000002,1.32
Cam Atkinson,ID8474715,PHI,RW,9422,9,5,3,2,24,2,5,6847,1709,866,19.1,7.3,2.12,73,173.76000000000002,1.73
Sean Monahan,ID8477497,MTL,C,10262,9,5,3,5,22,2,2,6759,2288,1215,18.9,6.63,2.1,73,171.3,1.22
Nicholas Paul,ID8477426,TBL,LW,8727,9,5,2,4,17,7,5,6691,1814,222,18.9,7.8,2.1,73,171.3,1.31
Roman Josi,ID8474600,NSH,D,11531,8,1,4,2,29,8,12,8995,2354,182,16.7,5.21,2.09,74,170.66,2.9
Trevor Moore,ID8479675,LAK,LW,8173,8,5,2,1,26,6,2,6321,1144,708,16.7,7.36,2.09,74,170.66,1.39
Mikhail Sergachev,ID8479410,TBL,D,12514,9,0,5,3,13,4,21,10820,859,835,18.7,5.38,2.08,73,169.84,2.1
Roope Hintz,ID8478449,DAL,C,5983,6,3,3,1,19,1,2,4833,762,388,12.5,7.52,2.08,75,168.0,2.27
Ryan Strome,ID8476458,ANA,C,9551,9,2,9,1,16,5,6,7583,1760,208,18.6,7.01,2.07,73,169.10999999999999,1.31
William Karlsson,ID8476448,VGK,C,9973,10,3,8,2,18,3,7,7722,998,1253,20.6,7.44,2.06,72,168.32,1.44
Mikey Anderson,ID8479998,LAK,D,9368,8,1,6,1,8,17,11,8111,16,1241,16.5,6.34,2.06,74,168.44,1.38
Filip Forsberg,ID8476887,NSH,LW,9350,8,1,6,4,36,13,3,7210,2136,4,16.4,6.31,2.05,74,167.7,2.48
Alex Ovechkin,ID8471214,WSH,LW,9708,8,2,6,2,37,12,1,7147,2561,0,16.4,6.08,2.05,74,167.7,2.67
TJ Brodie,ID8474673,TOR,D,10136,8,0,1,0,7,6,28,8624,11,1501,16.3,5.79,2.04,74,166.96,1.33
Jake Guentzel,ID8477404,PIT,LW,10769,9,2,7,2,32,7,5,8863,1885,21,18.400000000000002,6.15,2.04,73,166.92000000000002,2.34
Tom Wilson,ID8476880,WSH,RW,8547,8,2,3,2,21,26,7,6949,721,877,16.2,6.82,2.02,74,165.48,1.98
Jesperi Kotkaniemi,ID8480829,CAR,C,9441,10,4,6,2,26,6,4,7820,1523,98,20.2,7.7,2.02,72,165.44,1.18
Pavel Mintyukov,ID8483490,ANA,D,10345,9,1,5,0,15,21,15,8131,1801,413,18.1,6.3,2.01,73,164.73,2.01
Matt Roy,ID8478911,LAK,D,10260,8,0,3,1,18,18,18,8475,312,1473,16.1,5.65,2.01,74,164.73999999999998,1.64
Kyle Palmieri,ID8475151,NYI,C,8656,8,3,4,3,19,7,4,6963,1299,394,16.1,6.7,2.01,74,164.73999999999998,1.36
Adrian Kempe,ID8477960,LAK,RW,9437,8,2,6,3,26,15,1,6504,2147,786,16.1,6.14,2.01,74,164.73999999999998,2.0
Jack McBain,ID8480855,ARI,C,6001,8,4,2,0,12,22,5,4867,89,1045,15.9,9.54,1.99,74,162.26,1.32
Mark Giordano,ID8470966,TOR,D,8010,8,1,1,0,15,9,21,6627,24,1359,15.899999999999999,7.15,1.99,74,162.26,1.72
Vladimir Tarasenko,ID8475765,OTT,RW,7251,8,3,6,2,14,10,1,5871,1380,0,15.9,7.89,1.99,74,162.26,2.07
Mark Scheifele,ID8476460,WPG,C,11694,9,4,4,2,19,4,5,9278,2400,16,17.8,5.48,1.98,73,161.54,2.13
Dylan Strome,ID8478440,WSH,C,8611,8,6,0,2,17,1,2,7058,1533,20,15.799999999999999,6.61,1.98,74,161.52,1.65
Colton Parayko,ID8476892,STL,D,9953,7,1,0,0,11,7,20,8926,36,991,13.8,4.99,1.97,75,160.75,1.75
Mattias Samuelsson,ID8480807,BUF,D,11123,9,1,2,0,7,19,22,8855,14,2254,17.6,5.7,1.96,73,160.07999999999998,1.4
Aleksander Barkov,ID8477493,FLA,C,8887,7,2,6,1,14,8,2,6386,1702,799,13.700000000000001,5.55,1.96,74,158.04,2.61
Michael Carcone,ID8479619,ARI,LW,4075,7,4,2,1,12,5,3,3781,162,132,13.7,12.1,1.96,74,158.04,1.15
Jack Roslovic,ID8478458,CBJ,C,7730,8,2,4,2,20,2,9,6503,701,526,15.7,7.31,1.96,73,158.07999999999998,1.34
David Savard,ID8475233,MTL,D,6111,5,0,2,0,4,4,14,4547,5,1559,9.8,5.77,1.96,73,152.07999999999998,1.84
Ilya Lyubushkin,ID8480950,ANA,D,9182,9,0,0,0,7,18,30,7262,19,1901,17.5,6.86,1.94,73,158.62,1.22
Thomas Chabot,ID8478469,OTT,D,10213,7,0,3,0,18,2,17,8550,1361,302,13.5,4.76,1.93,74,155.82,2.12
Mario Ferraro,ID8479983,SJS,D,11927,9,0,2,0,24,15,23,10043,53,1831,17.4,5.25,1.93,73,157.89,1.63
Darnell Nurse,ID8477498,EDM,D,10828,8,1,1,0,18,16,18,8813,583,1432,15.4,5.12,1.92,74,157.07999999999998,2.13
Tage Thompson,ID8479420,BUF,C,10554,9,4,2,3,36,7,3,7122,1765,1667,17.3,5.9,1.92,73,157.16,2.32
Kyle Connor,ID8478398,WPG,LW,11737,9,5,2,2,37,1,1,9199,2525,13,17.3,5.31,1.92,73,157.16,2.28
Evan Rodrigues,ID8478542,FLA,C,9106,8,2,6,2,26,7,2,7073,2020,13,15.299999999999999,6.05,1.91,74,156.34,1.42
Mathieu Joseph,ID8478472,OTT,RW,7437,8,3,4,1,13,5,6,6039,207,1191,15.3,7.41,1.91,74,156.34,1.09
Jake Middleton,ID8478136,MIN,D,10062,9,1,5,1,9,8,16,9082,72,908,17.2,6.15,1.91,73,156.43,1.51
Filip Hronek,ID8479425,VAN,D,11782,8,0,7,1,16,7,11,9607,782,1393,15.3,4.67,1.91,74,156.34,1.53
Jonas Brodin,ID8476463,MIN,D,12387,9,1,3,0,13,3,21,10387,697,1303,17.1,4.97,1.9,73,155.7,1.64
Seth Jones,ID8477495,CHI,D,13724,9,0,4,0,19,7,21,9848,2317,1559,17.1,4.49,1.9,73,155.7,2.12
Martin Necas,ID8480039,CAR,C,11170,10,4,5,3,29,6,2,8880,2218,72,19.0,6.12,1.9,72,155.79999999999998,1.52
Nick Schmaltz,ID8477951,ARI,C,9620,8,2,6,3,17,0,4,7412,2140,68,15.2,5.69,1.9,74,155.6,1.82
Nick Suzuki,ID8480018,MTL,C,11336,9,2,6,4,23,5,4,8383,2355,598,16.8,5.34,1.87,73,152.51000000000002,1.85
Jared McCann,ID8477955,SEA,LW,10313,10,5,2,2,33,3,4,8188,1348,777,18.6,6.49,1.86,72,151.92000000000002,1.88
Mitchell Marner,ID8478483,TOR,RW,10681,8,2,5,4,21,3,3,7685,1931,1065,14.9,5.02,1.86,74,151.64000000000001,2.52
Dmitry Kulikov,ID8475179,FLA,D,8897,8,0,5,1,5,13,15,7779,53,1065,14.8,5.99,1.85,74,150.9,1.33
Ryan Johansen,ID8475793,COL,C,7994,8,4,1,4,23,5,2,5464,2365,165,14.8,6.66,1.85,74,150.9,1.55
Brock Nelson,ID8475754,NYI,C,8383,8,4,1,0,31,6,4,6822,1393,168,14.7,6.31,1.84,74,150.16,2.02
Evander Kane,ID8475169,EDM,LW,8837,8,2,4,1,23,34,1,7454,969,414,14.7,5.99,1.84,74,150.16,2.11
Matthew Tkachuk,ID8479314,FLA,LW,9430,8,1,6,1,34,12,3,7084,2232,114,14.6,5.57,1.82,74,148.68,2.61
Miro Heiskanen,ID8480036,DAL,D,10504,7,1,3,2,13,4,10,8683,1074,747,12.7,4.35,1.81,75,147.75,1.93
Dylan DeMelo,ID8476331,WPG,D,11670,9,1,4,1,10,13,15,9659,47,1964,16.3,5.03,1.81,73,148.13,1.32
Erik Karlsson,ID8474578,PIT,D,13714,9,2,4,2,21,7,9,11484,1827,403,16.3,4.28,1.81,73,148.13,2.21
Erik Gudbranson,ID8475790,CBJ,D,10529,9,0,0,0,10,8,29,8495,26,2008,16.3,5.57,1.81,73,148.13,1.38
Sean Couturier,ID8476461,PHI,C,10601,9,2,6,4,20,2,4,7786,1819,996,16.2,5.5,1.8,73,147.4,1.61
Mason Appleton,ID8478891,WPG,C,8525,9,3,4,1,13,4,8,7369,57,1099,16.2,6.84,1.8,73,147.4,0.93
Sean Walker,ID8480336,PHI,D,10891,9,2,2,2,12,15,13,9492,323,1076,16.2,5.35,1.8,73,147.4,1.31
Matt Boldy,ID8481557,MIN,LW,2058,2,1,1,0,6,0,0,1701,357,0,3.6,6.3,1.8,73,134.4,1.85
Andrew Peeke,ID8479369,CBJ,D,1030,1,0,0,0,0,3,3,875,0,155,1.8,6.29,1.8,73,132.4,1.68
Thomas Harley,ID8481581,DAL,D,8100,7,2,2,0,8,3,11,7845,107,148,12.600000000000001,5.6,1.8,75,147.0,0.98
Artturi Lehkonen,ID8477476,COL,LW,9335,8,2,4,4,26,8,2,6135,2234,966,14.399999999999999,5.55,1.8,74,147.20000000000002,1.68
Justin Faulk,ID8475753,STL,D,9671,7,0,1,0,13,12,18,8153,820,698,12.5,4.65,1.79,75,146.25,1.99
K'Andre Miller,ID8480817,NYR,D,11395,9,1,6,1,6,5,13,9704,421,1270,16.1,5.09,1.79,73,146.67000000000002,1.48
Oliver Ekman-Larsson,ID8475171,FLA,D,11459,8,1,2,2,21,6,13,8629,1876,954,14.2,4.46,1.78,74,145.72,1.3
Ridly Greig,ID8482092,OTT,C,7593,8,2,5,1,18,14,3,5952,982,659,14.2,6.73,1.78,74,145.72,1.23
